Date recorded,Category,Initiative name,Original planned end date,Initiative stage,Quality,Planned end date,Explanatory notes,Date data current at,Priority,Original total estimated expenditure,Cost,Category name,Percentage complete,Actual cost to date,Time-frame,Overall status,_id,Investment objectives,Revised total estimated expenditure,Actual start date,Department
29/8/2018,BQCC,Communication and Stakeholder Engagement Solution,2018-04-27T00:00:00,Delivery,,2018-08-31T00:00:00,"The project is progessing as planned and is on schedule.
29/8/2018,
29/8/2018,July 2018 - An extension to the planned end date and additional budget has been approved by the governance committee.
29/8/2018,June 2018 - Hidden complexities around integration with other solutions has affect the timing of user acceptance testing and training schedules. Due to the timing of this, the timeframe and cost will be adjusted (re-baselined) returning to a Green status. 
29/8/2018,May 2018 - A change to the planned end date and cost has been approved.
29/8/2018,March 2018 - Note adjustment to planned end date corrected due to typographical error.
29/8/2018,February 2018 - The project is progressing as planned.
29/8/2018,December 2017 - The project was approved to move into delivery in October 2017 and is being published for the first time.",2018-08-14T00:00:00,Medium,694000,,Biosecurity Queensland Control Centre,90,771870,,G,2,"Implement a simple, easy to use system that will facilitate the collection of information associated with the National Red Imported Fire Ant Eradication Program and the National Electric Ant Eradication Program. This will include contact management, complaints management, history of interactions, event management, training management, social media interactions, marketing campaign and reporting.",1048849,2017-06-01T00:00:00,DAF
29/8/2018,ASQ,Portfolio Activity Reporting Information System,2018-06-30T00:00:00,Delivery,,2019-06-30T00:00:00,"The project is progressing as planned and is on schedule.
29/8/2018,
29/8/2018,June 2018 - Refreshed business case approved, the project has been re-baselined returning it to a Green status.
29/8/2018,May 2018 - Funding has been approved to fully implement the project and it is now in delivery. 
29/8/2018,February 2018 - The project is paused until a funding source is identified.
29/8/2018,December 2017 - The project was approved to move into delivery in November 2017 and is being published for the first time.",2018-08-14T00:00:00,High,978000,,Agri-Science Queensland,10,310032,,G,3,"Review and consolidate the variety of processes and technologies currently being used to manage the department's research, development and extension, and other projects.",978000,2015-08-13T00:00:00,DAF
29/8/2018,Ag,Risk Reduction for Customer Service Centre,2019-04-19T00:00:00,Delivery,,2019-04-19T00:00:00,"The project is progressing as planned and is on schedule.
29/8/2018,
29/8/2018,December 2017 - The project was approved to move into delivery in November 2017 and is being published for the first time.",2018-08-14T00:00:00,High,1767000,,Agriculture,40,773858,,G,4,Implement a solution to mitigate risk of end of life for the agency's call centre logging application.,1767000,2015-01-30T00:00:00,DAF
29/8/2018,FQ,Novel Commercial and Recreational Fishing Apps,2018-09-30T00:00:00,Delivery,,2018-09-30T00:00:00,The project was approved to move to delivery in July 2018 and is publishing for the first time.,2018-08-14T00:00:00,High,450000,,Fisheries Queensland,5,145954,,G,5,"* Provide up-to-date information on the rules and regulations about fishing and marine park zoning in Queensland
29/8/2018,* Achieve better compliance through access to information
29/8/2018,* Increase uptake of the App by providing regulations from other marine agencies
29/8/2018,* Resolve issues with offline access to information.",450000,2018-02-01T00:00:00,DAF
29/8/2018,BQ,Registered Biosecurity Entity (RBE) Renewal Project,2019-08-30T00:00:00,Delivery,,2019-08-30T00:00:00,The project was approved to move to delivery in July 2018 and is publishing for the first time.,2018-08-14T00:00:00,High,2821000,,Biosecurity Queensland,5,277596,,G,6,"* Develop an efficient end-to-end registration renewal process to allow effective management of renewals
29/8/2018,* Ensure stakeholders are aware of renewal requirements and the importance of maintaining up-to-date information
29/8/2018,* Provide the ability to efficiently communicate with customers about registered biosecurity entity processes and renewals
29/8/2018,* Provide data integration between the online customer portal and the underlying technology solution
29/8/2018,* Minimise administrative overhead.",2821001,2017-11-10T00:00:00,DAF
29/8/2018,,,,,,,,,,0,,,0,0,,,1,,0,,DSD
29/8/2018,PSBA,Emergency Services Computer Aided Dispatch (ESCAD) Upgrade Program,2016-09-30T00:00:00,Closed,,2018-07-03T00:00:00,"The updated ESCAD system cut over for Queensland Ambulance Service (QAS) completed successfully on 17-01-2018, and the Queensland Fire and Emergency Services (QFES) also completed successfully on 24-01-2018. The decommissioning of hardware in the obsolete environments was complete. The Project has concluded on 29-06-2018 as per schedule. 
29/8/2018,The ESCAD System Upgrade Project, as major initiative in the program of works, experienced significant technical and implementation issues causing an approved rebaseline in January 2017. This resulted in a revised timeframe from the original plan of 30-09-2016 to 03-07-2018 and a revised approved budget from the original of $6.8 million to $9.4 million for the Program.",2018-08-17T00:00:00,Critical,6774820,,Public Safety Business Agency,100,9337507,,G,1,"A program of work for Queensland Ambulance Service and Queensland Fire and Emergency Services to upgrade the Emergency Services Computer Aided Dispatch System, including infrastructure, operating system and application software.",9380822,2015-01-15T00:00:00,PSBA
29/8/2018,PSBA,Emergency Vehicle Priority (EVP) Project,2017-06-30T00:00:00,Delivery,,2018-10-31T00:00:00,"This reporting period there was a reduction in expenditure due cost recoveries.
29/8/2018,
29/8/2018,EVP rollouts continuing in Rockhampton, Maryborough, Hervey Bay and Gladstone for both Queensland Ambulance Service and Queensland Fire and Emergency Services. Procurement of a managed service for operational support and maintenance in progress with implementation and project closure scheduled for completion October 2018.  Procurement of the managed service  has required an extension of the project scope and schedule. This resulted in a revised timeframe from the original planned end date of 30-06-2017 to 31-10-2018, and a revised budget from the original expenditure plan of $3.4 million to $4.4 million. The approved/planned expenditure figure has been realigned from the estimate at completion to the total project budget, resulting in a $12,366 difference. 
29/8/2018,Deferral of $54,315 is pending approval from Treasury.",2018-08-17T00:00:00,High,3370000,,Public Safety Business Agency,94,4128398,,G,2,"A joint project between Public Safety Business Agency and Transport and Main Roads for Queensland Ambulance Service, Queensland Fire and Emergency Services, and Queensland Police Service to deliver:
29/8/2018,
29/8/2018,* Responsive vehicle movements
29/8/2018,* Improve road safety
29/8/2018,* Congestion management
29/8/2018,* Community safety",4382697,2013-01-01T00:00:00,PSBA
29/8/2018,PSBA,Inter-CAD Electronic Messaging System (ICEMS),2016-08-31T00:00:00,Closed,,2018-03-16T00:00:00,"The ICEMS system cut over for Queensland Police Service (QPS) and Queensland Ambulance Service (QAS) completed successfully on 28-07-2017, and ICEMS for the Queensland Fire and Emergency Services (QFES) completed successfully on 24-01-2018. Project closure activities have finalised. The ICEMS Project experienced significant technical and implementation issues causing multiple approved re-baselines between November 2015 and September 2017. This resulted in a revised timeframe from the original planned end date 31-08-2016 to 16-03-2018 and a revised budget from the original planned expenditure of $560K to $1,571K. Further to this, a scope change was undertaken in 2016 to extend ICEMS messaging. The Priority of this initiative has been re-assessed to Medium. The approved/planned expenditure figure has been realigned from the estimate at completion to the total project budget, resulting in a $19,860 difference.
29/8/2018,
29/8/2018,ICEMS End Project Report approved.
29/8/2018,Confirmation and approval from PSBA, QPS Project Management Office, QFES and QAS that the ICEMS Project is completed and closed.",2018-08-17T00:00:00,Medium,560000,,Public Safety Business Agency,100,1570688,,G,3,"To implement the ICEMS protocol between the Queensland Police Service (QPS), Queensland Ambulance Service (QAS) and Queensland Fire and Emergency Services (QFES) computer aided dispatch systems to enable Triple Zero data sharing between agencies.",1591000,2015-10-06T00:00:00,PSBA
29/8/2018,PSBA,QFES Office 365 Implementation Project,2018-06-30T00:00:00,Closed,,2018-06-29T00:00:00,Project has completed.,2018-08-17T00:00:00,Medium,2100000,,Public Safety Business Agency,100,1172090,,G,4,"This project will deliver the most up-to-date Office 365 suite of products to all Queensland Fire and Emergency Services (QFES) staff and enable QFES to mobilise its workforce.
29/8/2018,
29/8/2018,* 	Upgrade QFES technology fleet to the latest Microsoft Office version
29/8/2018,* 	Cloud services will enable mobility 
29/8/2018,* 	Bridge the technology gaps between Public Safety Agencies (PSA) and allow better collaboration ",1182000,2017-11-01T00:00:00,PSBA
29/8/2018,PSBA,QPS Office 365 Implementation Project,2018-02-28T00:00:00,Closed,,2018-06-29T00:00:00,"Project Complete.
29/8/2018,
29/8/2018,The original planned end date of 28-02-2018 has been re-baselined to 30-06-2018 due to delivery of additional scope",2018-08-17T00:00:00,Medium,2207000,,Public Safety Business Agency,100,1798019,,G,5,"Phase 1 - Mail Migrations
29/8/2018,The objective of the Queensland Police Service (QPS) Office 365 Implementation Project Phase 1 is to complete the following activities prior to the Frontline and Digital Services Commonwealth Games Change Freeze (mid Feb 2018):
29/8/2018,
29/8/2018,* migrate email, contacts and calendars to Office 365 online services for all QPS staff; and 
29/8/2018,* enable anywhere, anytime, any device access to email, contacts and calendar via bring your own (BYO) phone, QPS Officers operational tablets (QLiTEs) and home-use for all QPS staff
29/8/2018,
29/8/2018,Phase 2 -  a data migration and a pilot migration of email archives to Office 365 online",2207000,2017-09-07T00:00:00,PSBA
29/8/2018,OSR,State Penalties Enforcement Registry (SPER) Program,2017-12-31T00:00:00,Delivery,,2018-10-31T00:00:00,"Expenditure to date - $31.3M has been for the transformation of the SPER function, and $20.3M has been on the build phase of the ICT implementation. The broader SPER transformation program commenced in 2014, with the first stage focussed on building foundational capability. This next phase was the implementation of the new system solution (ICT SaaS) which commenced in 2016.
29/8/2018,Variation - In December 2017 the SPER Program completed a re-baselining effort which approved changes to scope, timing and costs. These changes were made to better reflect an enhanced delivery model, requiring system modifications that support improved business functionality.",2018-07-30T00:00:00,High,47200000,,State Penalties Enforcement Registry,79,51641000,,A,1,"To maintain the integrity of fines as an effective sanction. 
29/8/2018,To uphold confidence in the justice system. 
29/8/2018,To deliver efficient and effective debt management practices which provide value for money to the State.
29/8/2018,",62150000,2014-01-01T00:00:00,QR
29/8/2018,RI,Financial Assurance Information Registry (FAIR),2018-07-01T00:00:00,Delivery,,2018-12-31T00:00:00,"Project cost as at end of July 2018 is $7.315.000. The FAIR project was due to be completed by 1 July 2018 to align with commencement of the Financial Provisioning Scheme (FPS). The delivery delay event is marked yes due to a deferral of the legislation to enact the FPS which would permit the scheme to commence. The FAIR project will be operational for FPS commencement. 
29/8/2018,The FAIR project required for the FPS commencement is 90 percent complete. Other components of the FPS reforms will be completed in subsequent years.",2018-07-30T00:00:00,Medium,15900000,,Insurance Commission,90,7315000,,G,2,"Cabinet has approved the reform of the Financial Assurance System in Queensland to address the inadequacy of surety held by the state to meets its rehabilitation obligations relating to mining and petroleum sites and activities.  The Financial Assurance Information Registry (FAIR) will provide a robust and accurate central registry of information pertaining to Financial Assurance relating to mining interests in Queensland.  The registry will be accessible to Queensland Government officers in Dept. of Environment and Heritage Protection, Dept. of Natural Resources and Mines and Queensland Treasury.",15900000,2017-05-01T00:00:00,QR
29/8/2018,RI,Information Security Program,2019-06-30T00:00:00,Delivery,,2019-06-30T00:00:00,,2018-07-31T00:00:00,Medium,1960000,,Office of the Chief Information Officer,45,642500,,G,3,"The potential of digital technologies depends on the extent to which we can trust the Internet and cyberspace. The Information Security program will: mitigate Treasury's cyber security risk profile; review and implement information security policy; mitigate workplace health and safety risk; enhance a risk management regime; create a trusted environment to implement digital and data initiatives.
29/8/2018,",1960000,2017-10-16T00:00:00,QR
29/8/2018,OSR,Office of State Revenue (OSR) Transformation Program,2020-06-30T00:00:00,Delivery,,2020-06-30T00:00:00,"Multiple initiatives in progress focussing on machine learning, analytics, data quality, and business process improvements.  Overall program is on track.",2018-07-30T00:00:00,High,73548000,,Office of State Revenue,22,13538135,,G,4,"The OSR Transformation Program will create a revenue services model for the future, focussing on clients, staff and the community.  Key investment objectives include: enhanced customer service offerings; real time, up front compliance programs; improved data accuracy and identity management; automated processing and advanced analytics.
29/8/2018,
29/8/2018,The OSR Transformation Program will be delivered over three years across six streams of activity - Business Process Re-design; Data; Analytics; Client Centric; Workforce Capability and Platform Renewal.  ",73548000,2017-08-01T00:00:00,QR
29/8/2018,,,,,,,,,,0,,,0,0,,,1,,0,,DATSIP
29/8/2018,Corporate Services Improvement Program,Lotus Notes Decommissioning,2016-01-31T00:00:00,Delivery,,2019-06-30T00:00:00,"The Lotus Notes Decommissioning project commenced in October 2015 when concept and stage 1 was approved to engage and investigate business findings around the decommission of legacy lotus notes databases.
29/8/2018,In July 2016, three additional stages aligning to three financial years from 2016/17 through to 2018/19 were further approved via a project initiation and business case. 
29/8/2018,Stage 2, 2016/17, focused on analysis and stakeholder engagement to form the scope of the project and define functionality and business requirements for individual applications.
29/8/2018,Stage 3, 2017/18, focused on proof of concepts to inform and validate the plan for stage 4 in 2018/19. The project was impacted in 2017/18 by several resourcing issues, including the departure of the original project manager.
29/8/2018,The project is scheduled to complete work and close down by 30 June 2019, with the exception of the migration of files from the department's legacy Document Management System (DMS). The migration of the DMS will align with the Integrated Records and Information System (IRIS) program and should be complete by the end of 2019. ",2018-06-30T00:00:00,High,8150000,,ERP Projects Board,52,2729463,,G,1,Deliver improved information platform functions for effective ICT Strategy Alignment,8150000,2015-11-01T00:00:00,TMR
29/8/2018,Corporate Services Improvement Program,Stop Cheques - Stage 3,2018-06-30T00:00:00,Closed,,2018-06-30T00:00:00,"Project successfully closed on time and within budget. Project was originally proposed in February 2015 for stage 1, with project brief and project initiation documentation approved in April 2015. Stage 1 was successfully closed out in March 2016. Stage 2 was approved in April 2016, and successfully closed out 30 June 2017. Stage 3 (2017-18) commenced 1 July 2017 and successfully closed 29 June 2018.
29/8/2018,Customers are already experiencing the increased convenience and reduction of costs resulting from reduced out-bound cheques, which include deceased estate cheques, cheques to known vendors, and the expansion of products available for refund at counter such as registration refunds and concessions. ",2018-06-30T00:00:00,Medium,200000,,ERP Projects Board,100,200004,,G,2,"Cheques are inefficient and costly to use, process and administer for both the customer and department.  A range of solutions have been developed to reduce the number of cheques that the department produces or receives including refund to card at counter, Bulk Bpay solutions and the introduction of new payment methods are being delivered to be more in line with contemporary retail offerings.   The outsourcing of cheque production produced a more streamlined process.
29/8/2018,The stop cheques initiative includes 3 elements:
29/8/2018,Outsourcing/cost reduction
29/8/2018,Outbound cheques
29/8/2018,Inbound cheques",200000,2017-07-01T00:00:00,TMR
29/8/2018,Corporate Services Improvement Program,Risk Management Solution,2018-06-30T00:00:00,Closed,,2018-06-30T00:00:00,"Project successfully closed on time and within budget. Project was proposed in February 2016, with the project brief and budget for stage 1 (2016-17) approved in October 2016 for $350,000. Stage 1 successfully closed 30 June 2017 with an underspend of $98501. Stage 2 (2017-18) was approved in March 2017 for $710,000, and commenced 1 July 2017.  Stage 2 and the project successfully closed 22 June 2018 with an underspend of $1,887.  
29/8/2018,The new online enterprise risk management system (RMS) provides significant improvements in efficiency for risk recording and monitoring, and provides increased transparency on risks, risk owners and treatment responsibilities, raising the overall risk maturity at significantly lower, ongoing cost. 
29/8/2018,",2018-06-30T00:00:00,High,350000,,Corporate Services Improvement Program,100,959610,,G,3,Replace the current risk management approach through the delivery of a new and contemporary enterprise Risk Management solution for TMR .,1024435,2016-02-01T00:00:00,TMR
29/8/2018,Corporate Services Improvement Program,Integrated Records Information System (IRIS),2019-06-30T00:00:00,Delivery,,2019-12-30T00:00:00,"In response to an internal audit review of review of Transport and Main Road's (TMR)  Document Management System (DMS) the Integrated Records and Information System (IRIS) project was stood up in 2015. An opportunity to further leverage functionality requirements, TMR's Executive Correspondence System (ECS) replacement was also included into scope. 
29/8/2018,IRIS project was reviewed in 2017 to ensure achievability, and as a result the project budget was decreased from $7,967,972 down to $6,865,000 (plus contingency) of 10%.
29/8/2018,In April 2018, a scope change with $567,500 budget increase was approved to include the delivery of a General Correspondence System deliverable to the project, maximising return on investment and better outcomes for the customer, bringing total budget to $7,432,500 excluding contingency. ",2018-06-30T00:00:00,High,7967972,,Information Technology Branch,35,5500321,,G,4,Centralised electronic document and recordkeeping management system that will enable TMR staff to easily and quickly manage electronic and physical records in a way that ensures they are available to evidence decision making.,7432500,2015-07-01T00:00:00,TMR
29/8/2018,Corporate Services Improvement Program,Safety System Replacement,2018-07-30T00:00:00,Delivery,,2018-07-30T00:00:00,"Project is on track to close on time and within budget. A new Workplace Health and Safety (WHS) solution has been procured, implemented and declared production ready 28 June 2018. It provides a contemporary workflow based approach to the recording and management of hazards and incidents, safety conversations, and claims and rehabilitation. The solution is cloud based and offers functionality to support the Departments mobile workforce.
29/8/2018,",2018-06-30T00:00:00,Low,680000,,Corporate Services Improvement Program,98,688558,,G,5,"The objective of the SSR project is to replace the current Work Health and Safety ICT solution with an industry standard, cost-effective safety management solution that will enable TMR to meet its obligations under the Work Health and Safety 2011 Act, the Right to Information, Information Privacy legislation and the Workers Compensation and Rehabilitation Act 2003 (Qld).",680000,2016-12-05T00:00:00,TMR
29/8/2018,Corporate Services Improvement Program,TSIP Enhancements - Stage 3,2018-06-30T00:00:00,Closed,,2018-06-30T00:00:00,"Project successfully closed on time and within budget. Project was originally proposed in February 2015 for stage 1, with project brief and project initiation documentation approved in April 2015. Stage 1 was successfully closed out in March 2016. Stage 2 was approved in April 2016, and successfully closed out 30 June 2017. Stage 3 (2017/18) commenced 1 July 2017 and successfully closed 29 June 2018.
29/8/2018,The project added real value and efficiencies through reduced overheads within the department, such as the introduction of web-based Heavy Vehicle Permits. and Improvements were also made to multiple transactional services relating to payments and receipts from customers such as the additional payment options of payWave and AMEX. ",2018-06-30T00:00:00,Low,200000,,Transactional Services Improvement Program,100,199878,,G,6,The Transactional Services Improvement projects focus are to improve modernise and streamline the TMR Transactional Services relating to payments and receipts from external customers. The intention is to increase efficiency reduce overhead and to consolidate the payment transactional service options for the organisation. This brings the TMR service offering more in to line with the current and future methods available and consistent with public online experience expectations.,200000,2017-07-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Camera Detected Offence Program (CDOP) Online Portal,2017-06-30T00:00:00,Delivery,,2018-09-30T00:00:00,"This commenced in July 2016 with delivery being phased in accordance with the development of the business processes.   Original expenditure was 1.5M which has been revised to 1.441M on finalisation and approval of the business case.  Phase 1 was completed in July 2017 and the schedule was adjusted in June 2017 to enable the delivery of the Phase 2 capability in late 2018.
29/8/2018,
29/8/2018,The project is currently on track.",2018-06-30T00:00:00,High,1500000,,"Customer Services, Safety and Regulation Division",90,999274,,G,7,Online public service for CDOP offences. The portal will enable the registered owner to nominate the offending driver immediately and eliminate the need for travel time to locate an authorised witness (for the statutory declaration) and subsequent postal services currently required.,1441000,2016-01-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",eLearner Driver,2017-07-31T00:00:00,Delivery,,2018-06-30T00:00:00,"The project commenced in mid-2015 for delivery scheduled for mid-2016.   Due to the uncertainty of the solution outcome and market capability  the project undertook an extensive market engagement and procurement process resulting in the schedule being extended 11 months and the budget increased from $2.5M to $4.1M in January  2017. 
29/8/2018,
29/8/2018,Pending the successful completion of final testing and the formal launch of the system the project remains on track for public release from August 2018.
29/8/2018,",2018-06-30T00:00:00,High,2500000,,"Customer Services, Safety and Regulation Division",96,4176989,,G,8,"Implement an online learning and assessment program at the pre-learner and/or learner stage, to replace enhance learning outcomes. ",4176000,2015-06-12T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Mobile Compliance Information System,2017-05-08T00:00:00,Delivery,,2018-06-28T00:00:00,"This commenced in November 2016 with planned completion in mid-2017.    Due to an extended procurement process, and the need to include analytical functionality, the schedule was extended 12 months and the budget increased from $300k to $894k in August 2017.   The capability was delivered as scheduled in June 2018 and the project is presently finalising closure with formal closure scheduled for August 2018.",2018-06-30T00:00:00,High,300000,,"Customer Services, Safety and Regulation Division",99,986706,,G,9,"Providing greater capability for field officers to complete more of their work in the field, rather than returning to office and entering data in various systems.",894071,2016-11-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Call Centre VOIP Upgrade,2018-06-30T00:00:00,Delivery,,2018-08-15T00:00:00,This commenced in July 2017 with delivery scheduled for mid-2018.    Due to vendor resourcing issues approval was provided in May 2018  for the project to deliver the capability in early FY18/19.    The project is currently on track for delivery.   ,2018-06-30T00:00:00,Low,1140000,,"Customer Services, Safety and Regulation Division",75,1072928,,G,10,"The Call Centre VOIP Upgrade has commenced to upgrade the VOIP telephony platform within the department. The proposed solution will see a reduction in call costs, a shift in capability to a
29/8/2018,contemporary solution utilising an existing investment within the department.",1140000,2017-04-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",RALPH Replacement,2017-06-30T00:00:00,Delivery,,2018-06-29T00:00:00,"The RALPH project commenced in July 2016.  Due to vendor software development issues, changes to the  schedule and budget were approved in June 2017 with a planned completion to occur by 30 June 2018. A further extension was approved for an additional two months.  The project remains on track for closure in August 2018. ",2018-06-30T00:00:00,Medium,500000,,"Customer Services, Safety and Regulation Division",81,693683,,G,11,"TMR's current Transport Registration and Integrated Licensing System (TRAILS) interface application, that effects changes to product fees on an annual and quarterly basis, is unsupported technology and at risk of failing. This initiative seeks to replace the existing application with a contemporary and supportable alternative to assist the department in maintaining its timely updating of fees and charges.",734000,2016-07-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Voice Comms Mgt System,2017-06-30T00:00:00,Closed,,2018-06-30T00:00:00,The Voice Comms Management System project commenced in Jan 2017 for completion by mid-2018 however resource availability was impacted due to Cyclone Debbie.    Delivery of the capability was completed in April 2018 with the project being formally closed on 5 July 2018.,2018-06-30T00:00:00,Medium,828000,,"Customer Services, Safety and Regulation Division",100,274738,,G,12,The Voice Comms Management project consists of two replacement of existing Voice Communication and Control Systems at Townsville and Hay Point.,828000,2016-01-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Registration and CTP Certificates Online,2017-12-31T00:00:00,Delivery,,2018-09-30T00:00:00,The Registration and CTP Certificates Online project commenced in May 2017 as two separate initiatives - Registration Online and CTP Tax Invoice Online.   Due to common system synergies the projects were merged in March 2018 resulting in the closure date being revised in accordance with the CTP component.  The project is on track for closure in late 2018.,2018-06-30T00:00:00,Medium,450000,,"Customer Services, Safety and Regulation Division",41,404349,,G,13,Reduce the volume of mail sent by post by developing new online services allowing CTP Tax Invoices and Registration Certificates to be generated online,450000,2017-05-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Vessel Traffic Services (VTS),2016-01-05T00:00:00,Delivery,,2018-11-30T00:00:00,"Pre-project work commenced in April 2014 with the initiation of the current project commencing in July 2016.  The original budget of $15.2M was rebaselined to $36.2M once the post-market business case was finalised and approved to proceed in April 2017.
29/8/2018,
29/8/2018,The project is on track for delivery in mid 2019.",2018-06-30T00:00:00,High,15224694,,"Customer Services, Safety and Regulation Division",35,7490606,,G,14,"The purpose of the project is procure and implement a replacement decision support tool for the existing Vessel Traffic Service (VTS) used by TMR to track and monitor ship movements within Queensland ports, the Great Barrier Reef and the Torres Strait.",36228184,2014-04-14T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",R and L Systems Software Upgrade - Stage 2,2018-06-30T00:00:00,Delivery,,2018-06-30T00:00:00,The R and L System Software Upgrade project commenced in July 2017.  The original budget of $780K was rebaselined to $1.255M once the post-market business case was finalised and approved to proceed in September 2017. Delivery was completed as scheduled in June 2018 with the project now undergoing closure. ,2018-06-30T00:00:00,Medium,780000,,"Customer Services, Safety and Regulation Division",87,1115666,,G,15,Upgrade the technical support environment used in the development of the Registration and Licensing systems including Transport Registration and industry licensing system and Online Services. ,1255935,2017-07-01T00:00:00,TMR
29/8/2018,"Customer Service, Safety and Regulation Program",Customer Flow Management and Reporting System - OP,2018-06-30T00:00:00,Delivery,,2018-06-30T00:00:00,"Pre-project work commenced during FY15/16 with the initiation of the current project commencing in July 2017.  The original budget of 300K was rebaselined to 3M once the post-market business case was finalised and approved to proceed in May 2018.
29/8/2018,The project is on track for delivery to occur within FY18/19.",2018-06-30T00:00:00,High,300000,,"Customer Services, Safety and Regulation Division",52,367537,,G,16,"The objective of this project is to replace the existing Qmatic systems throughout the entire network Customer Service sites, with a supported enterprise solution that meets TMRs current and future needs.",3083000,2015-09-01T00:00:00,TMR
29/8/2018,Infrastructure Management and Delivery,Work Improvement Note (WIN) Replacement,2016-12-19T00:00:00,Closed,,2018-02-27T00:00:00,"The project successfully delivered a new Work Improvement Notice system using SharePoint and K2 technology and has now closed. The original project end date moved from December 2016 to February 2018 as a result of delays experienced during software development, which were identified and resolved through iterative user testing and issue rectification. The increase in project budget was a product of the schedule delay.",2018-06-30T00:00:00,Low,242612,,"Infrastructure Management
29/8/2018,and Delivery",100,358229,,G,17,"The Work Improvement Note (WIN) System is used to capture, track, review and report on improvements, potential problems, non-conformances, corrective actions, customer feedback and complaints. The WIN System is an essential component of the overarching business management system as it meets specific certification requirements outlined in international quality, safety and environmental standards.  This project will provide a replacement to the existing Work Improvement Note (WIN) system, which is dependent on unsupported technology.",436375,2016-02-15T00:00:00,TMR
29/8/2018,Passenger Transport Technology Program,Single Integrated Network Project (SNIP),2018-09-29T00:00:00,Delivery,,2018-09-30T00:00:00,Final testing of the transport schedule system is planned to be completed this month with implementation in TransLink planned for August. ,2018-06-30T00:00:00,High,4992243,,Passenger Transport Technology Program,30,690580,,G,18,"Have a system in place that is consistent and integrated across service providers and TransLink.
29/8/2018,Ensure business continuity of systems.
29/8/2018,Extend the existing scheduling and network capability solution to enable it to be ready for the bus contracts (SEQBCPP).
29/8/2018,Eliminate inefficiencies and inaccuracies that occur in the current processes and dispersed data entry options.
29/8/2018,Transparency of service providers activities and performance.
29/8/2018,To improve customer experience through more accurate and reliable service information.
29/8/2018,Contributor for achieving Government objectives.
29/8/2018,",4992243,2017-02-23T00:00:00,TMR
29/8/2018,Passenger Transport Technology Program,School Transport Assistance Scheme (STAS) Auto Forms,2018-01-31T00:00:00,Delivery,,2018-08-31T00:00:00,"Original project commenced in April 2016.
29/8/2018,Cost estimates were revised in November 17.
29/8/2018,In March 18 issues in gathering business data and requirements for new functionality identified.
29/8/2018,The STAS project is reporting amber as a result of unforeseen complexities associated with provisioning and transitioning of business supplied data to the new platform. The project is experiencing delays as resolution activities take place to ensure a good customer experience when the project is released to the public.
29/8/2018,An Exception Report will be considered by the PTT board to enable products to be completed and released by end  of March 2019.",2018-06-30T00:00:00,High,4166000,,TransLink ,75,5014390,,A,19,"To reduce the amount of manual handling and processing of information associated with the departments School Transport Assistance Scheme (STAS), by modernising and providing digital enablement and workflows.",5303876,2016-04-01T00:00:00,TMR
29/8/2018,Policy Planning and Investment Program,"Portfolio, Program, Project and Contract Management (3PCM) - Phase 2 and 3",2017-03-31T00:00:00,Closed,,2017-12-22T00:00:00,"The Portfolio, Program, Project and Contract Management (3PCM) project commenced in 2012 with an initial original planned expenditure of $12,757,788. The initial estimate uploaded for 3PCM intentionally included only the project initiation, market assessment and business case development. The estimate was clarified at the end of contract negotiations in the post-market business case and revised to $47,908,928.  The Portfolio, Program, Project and Contract Management (3PCM) project has successfully completed its scope and the Program Board endorsed the project closure report in July 2018. The Portfolio, Program, Project and Contract Management (3PCM) project will report for one additional reporting period prior to being removed from the QG ICT Dashboard.",2018-07-16T00:00:00,High,12757788,,"Policy, Planning and Investment Division",100,47794126,,G,20,"Define and implement standard, consistently applied processes for planning, managing and delivering the Transport Infrastructure Portfolio across the domains of portfolio, program, project and contract management
29/8/2018,Source and implement an integrated, strategic information communication technology solution that supports the business process and rules and enables a transition away from legacy applications",47908928,2012-09-01T00:00:00,TMR
29/8/2018,CS,Asset Assessment System,2016-06-30T00:00:00,Delivery,,2018-08-06T00:00:00,The project is tracking to plan.,2018-07-09T00:00:00,High,1688788,,Corporate Services,92,1817346,,G,1,"To improve the reliability and integrity of asset information, the ability to report on asset information by applying best practice asset management principles.",2059995,2014-02-27T00:00:00,DET
29/8/2018,CS,Automated Website Provisioning Tool,2017-08-18T00:00:00,Delivery,,2018-12-21T00:00:00,The project moved into Delivery in June 2018. The project is tracking to plan.,2018-07-09T00:00:00,Medium,1300000,,Corporate Services,86,1092153,,G,2,To reduce the cost and time required to create new school and corporate websites by developing a tool that provisions new websites from a suite of reusable website templates.,1242160,2017-04-03T00:00:00,DET
